noteId,noteAuthorParticipantId_x,createdAtMillis_x,tweetId,classification,summary,timestampMillisOfFirstNonNMRStatus,firstNonNMRStatus,found_keywords
1783179305159200982,C784F04F26E124F4D6EC01658D8F5565005D3092741FB3A6CED3F45089066236,1713978050878,1783159712986382830,MISINFORMED_OR_POTENTIALLY_MISLEADING,The House failed to pass a border protection law that was designed to go along with these other bills.  It was intentionally set with a higher 2/3rds threshold requirement and did not pass even though it had a majority.       https://sourcenm.com/2024/04/22/u-s-house-votes-down-border-bill-favored-by-conservatives/    ,nan,nan,['law']
1537147343715282945,5684B38EB58FD8BE75ABA37F0BE040EC70380B002ADF9DBDE2415CB32782EAEE,1655319460217,1537080831751102467,MISINFORMED_OR_POTENTIALLY_MISLEADING,Teslas purchased after 12/31/19 are not eligible for US Federal tax credits because they exceeded the initial 200K eligible cars allowed a credit. States like CA have their own programs that issue rebates or credits but many have ended as well due to higher Tesla prices. https://cleanvehiclerebate.org/en/faqs/can-i-apply-rebate-my-tesla-model-3-or-tesla-model-y,1655517959372.0,CURRENTLY_RATED_HELPFUL,['federal']
1537204430730211328,5684B38EB58FD8BE75ABA37F0BE040EC70380B002ADF9DBDE2415CB32782EAEE,1655333070821,1537196168953974784,MISINFORMED_OR_POTENTIALLY_MISLEADING,The Jan 6th riots were encouraged by the sitting US President saying to his followers to &quot;stop the steal&quot; not just protest it. As well as laying groundwork well before.    https://www.nytimes.com/2021/01/10/us/trump-speech-riot.html    https://www.wsj.com/articles/trump-and-his-allies-set-the-stage-for-riot-well-before-january-6-11610156283    Four people in the crowd on Jan 6th died as well as five officers shortly after.     https://www.nytimes.com/2022/01/05/us/politics/jan-6-capitol-deaths.html,nan,nan,"['president', 'Trump']"
1586769867381669889,5684B38EB58FD8BE75ABA37F0BE040EC70380B002ADF9DBDE2415CB32782EAEE,1667150391800,1586411168880807936,NOT_MISLEADING,"Clinton is not alone in this claim, the F.B.I. has repeatedly said that extremist violence from right-wing actors is one of the biggest threats confronting the bureau.    https://www.nytimes.com/2022/08/13/nyregion/right-wing-rhetoric-threats-violence.html    Paul Pelosi’s attacker has written many racist, antisemitic and pro-Trump blog entries.    https://www.washingtonpost.com/politics/2022/10/29/paul-pelosi-attack-republicans-target/",nan,nan,"['Clinton', 'Pelosi', 'Trump']"
1799852710981988670,78B383AA66981F722CB82AACB24CF853937CAC0F680DDB590A65082CFEF93B8F,1717953300603,1799343662452932623,MISINFORMED_OR_POTENTIALLY_MISLEADING,"While Hitler died in April of 1945, the first free, post-war federal election in Germany didn't happen until 1949. And even then, it took place in a divided Germany. The first free election in a unified Germany occured in 1990.     https://en.wikipedia.org/wiki/1949_West_German_federal_election    https://en.wikipedia.org/wiki/1990_German_federal_election",nan,nan,"['election', 'federal']"
1853800992216944809,78B383AA66981F722CB82AACB24CF853937CAC0F680DDB590A65082CFEF93B8F,1730815573158,1853412554472603846,NOT_MISLEADING,"While women were granted right to vote in 1920 and the ratification of the 19th Amendment, local laws and practices made suffrage for Black woman nearly unheard of until the passage of the Civil Voting Rights Act of 1964.    https://naacp.org/find-resources/history-explained/legislative-milestones/voting-rights-act-1965    https://www.archives.gov/research/african-americans/vote",nan,nan,"['amendment', 'rights', 'vote']"
1817429637200269439,CAA3DEA7CFC07BD080F8BEFA3E6BC1575E6DE1BE2D3BBD051F7A42EE15011A12,1722143966376,1817349837936799804,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Vance didn't create a business for the United States, but rather created a venture capital firm for himself &amp; his investors. His venture firm was directly responsible for few jobs &amp; likely paid little tax (to Ohio/US) by using QSBS &amp; carried interest loopholes.    https://www.politico.com/news/2022/10/30/jd-vance-job-creator-ohio-senate-00064119   https://www.wsj.com/politics/elections/vp-pick-jd-vance-short-career-venture-capitalist-b3d941e1  https://www.investopedia.com/terms/q/qsbs-qualified-small-business-stock.asp  https://carta.com/learn/private-funds/venture-capital/taxes/#carried-interest",nan,nan,"['capitalist', 'Senate', 'taxes', 'Vance']"
1815397187695636869,2F3AA552C90A4FA7819249A93A69C245402D355385F858C4E4C610D8A6C777FC,1721659392653,1815357148949299469,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Harris is voor het recht op abortus, maar de claim dat zij een wet wil die abortus wil toestaan tot het moment van geboorte is onjuist. Harris noemde deze door Republikeinen verzonnen claim 'Belachelijk'. https://eu.usatoday.com/story/news/politics/2023/09/10/harris-rejects-gop-democrats-abortion-rights-until-birth/70817196007/",1722453636515.0,CURRENTLY_RATED_HELPFUL,"['Harris', 'rights']"
1821899998956569058,2F3AA552C90A4FA7819249A93A69C245402D355385F858C4E4C610D8A6C777FC,1723209783675,1821831757844324852,MISINFORMED_OR_POTENTIALLY_MISLEADING,Uit ander onderzoek blijkt juist dat coronavaccins veilig en zeer effectief zijn.   https://scientias.nl/grootste-studie-ooit-toont-aan-hoe-ongelooflijk-effectief-de-coronavaccins-waren-en-zijn/  https://www.medischcontact.nl/actueel/laatste-nieuws/nieuwsartikel/real-world-evidence-bevestigt-vaccins-tegen-covid-19-veilig-en-effectief,nan,nan,['Covid']
1763005074870259781,18F36FB51568FF6EC7F534AC8389090230FF8227AD78C392D47238E354C026D5,1709168139556,1762789289035751782,MISINFORMED_OR_POTENTIALLY_MISLEADING,Duterte implied Marcos is always high on drugs in a speech he delivered during a prayer rally in Davao City on January 28.    https://www.rappler.com/nation/mindanao/foul-mouthed-duterte-cusses-marcos-calls-him-drug-addict/,nan,nan,"['nation', 'rally']"
1767087945474101317,18F36FB51568FF6EC7F534AC8389090230FF8227AD78C392D47238E354C026D5,1710141571766,1766894121753755829,MISINFORMED_OR_POTENTIALLY_MISLEADING,This user is a rumor monger who creates unfounded rumors and destroys the careers of kpop idols and celebrities.    &quot;The South Korean constitution recognizes data privacy as a fundamental human right.&quot;    https://blog.didomi.io/south-korea-pipa-everything-you-need-to-know,nan,nan,['constitution']
1769687389478515161,18F36FB51568FF6EC7F534AC8389090230FF8227AD78C392D47238E354C026D5,1710761327511,1769616347837890796,MISINFORMED_OR_POTENTIALLY_MISLEADING,There was massive corruption and abuse of power during Martial Law. Even within the Armed Forces of the Philippines.   https://www.bulatlat.com/news/3-32/3-32-afp.html,nan,nan,"['corruption', 'law', 'power']"
1778978821632627173,18F36FB51568FF6EC7F534AC8389090230FF8227AD78C392D47238E354C026D5,1712976577563,1778663537776402616,MISINFORMED_OR_POTENTIALLY_MISLEADING,The Chinese government and the China Embassy  insist on the existence of a “gentleman’s agreement” made during former president Rodrigo Duterte’s tenure.    https://www.google.com/amp/s/globalnation.inquirer.net/231491/china-on-gentlemans-agreement/amp,nan,nan,['president']
1827956017717784697,18F36FB51568FF6EC7F534AC8389090230FF8227AD78C392D47238E354C026D5,1724653651061,1827675549432426645,MISINFORMED_OR_POTENTIALLY_MISLEADING,This is not a People Power Revolution. This is a rally by supporters of Apollo Quiboloy of the Kingdom of Jesus Christ (KJC). Quiboloy is facing charges of human trafficking and child abuse.    https://newsinfo.inquirer.net/1976655/3-apollo-quiboloy-supporters-arrested-for-assaulting-cops,nan,nan,"['power', 'rally']"
1850599677424812461,18F36FB51568FF6EC7F534AC8389090230FF8227AD78C392D47238E354C026D5,1730052320234,1849905948044730679,MISINFORMED_OR_POTENTIALLY_MISLEADING,"&quot;On February 22, K-pop veterans and icons SHINee released the video for their title track “Don’t Call Me.” The comeback for the group has been highly anticipated ever since the oldest three members — Onew, Key, and Minho — returned from military enlistment.&quot; https://www.teenvogue.com/story/shinee-returns-with-dont-call-me-mv-new-album",1730102054994.0,CURRENTLY_RATED_HELPFUL,['military']
1356735932087611399,2A5DBB8B280054B18A427BD149694EB46CD5CF7E5CB8CF8AF7BAFC888C316EC8,1612306027803,1352754599590035459,MISINFORMED_OR_POTENTIALLY_MISLEADING,"This claim is false. Carter, Ford and Nixon also did not start a new war.    https://www.usatoday.com/story/news/factcheck/2020/11/01/fact-check-trump-not-first-president-since-eisenhower-without-new-war/6086636002/",nan,nan,"['president', 'Trump']"
1356747779113177095,2A5DBB8B280054B18A427BD149694EB46CD5CF7E5CB8CF8AF7BAFC888C316EC8,1612308852353,1356441140959064064,MISINFORMED_OR_POTENTIALLY_MISLEADING,Neither BLM nor antifa were involved in the attack on the capitol. It was instigated primarily by pro-Trump protestors.     https://www.snopes.com/fact-check/trump-mob-capitol/,nan,nan,['Trump']
1763035751002808656,4BB4813625461AE3B657AA76389AD6F9C6A9EE05B0C1837C4E736BD0AD0073E3,1709175453315,1762967617764004242,MISINFORMED_OR_POTENTIALLY_MISLEADING,"While a Republican Senator, Cindy Hyde-Smith indeed “blocked” the bill by preventing quick passage, IVF was not among the reasons the bill was blocked. Instead the senator suggested the bills “overreach” and “poison pills” were why she prevented its quick passage.    https://www.nytimes.com/2024/02/28/us/politics/senate-republicans-ivf-bill.html",nan,nan,"['Republican', 'Senate', 'senator']"
1763325843097489750,4BB4813625461AE3B657AA76389AD6F9C6A9EE05B0C1837C4E736BD0AD0073E3,1709244616657,1763154548049461606,MISINFORMED_OR_POTENTIALLY_MISLEADING,More research is needed before a link between the COVID-19 vaccine and Bells Palsy can be established.     https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9448503/,nan,nan,['Covid']
1804119735518531685,4BB4813625461AE3B657AA76389AD6F9C6A9EE05B0C1837C4E736BD0AD0073E3,1718970638528,1803963451330416911,NOT_MISLEADING,NNN - Wait until you learn about Super PACs!    https://www.fec.gov/help-candidates-and-committees/taking-receipts-pac/contributions-to-super-pacs-and-hybrid-pacs/,nan,nan,['PAC']
1550490344223084546,96BF1968DF1B60B967A2C3CAE44F67F069DB2DD245BFF99192F525A3CCA6DC5A,1658500679437,1550270293402423296,MISINFORMED_OR_POTENTIALLY_MISLEADING,Oral testimony under oath does constitute facts. It may often be the only facts in a case. https://www.law.cornell.edu/rules/fre/rule_701,nan,nan,['law']
1591833501883666432,96BF1968DF1B60B967A2C3CAE44F67F069DB2DD245BFF99192F525A3CCA6DC5A,1668357656341,1591810691912146950,MISINFORMED_OR_POTENTIALLY_MISLEADING,1) There is no question about Barack Obama’s African heritage. 2) The “Official” tag is being applied to organizations before individuals.,nan,nan,['Obama']
1702732665474928779,96BF1968DF1B60B967A2C3CAE44F67F069DB2DD245BFF99192F525A3CCA6DC5A,1694798077345,1702412941398614432,MISINFORMED_OR_POTENTIALLY_MISLEADING,The image submitted by the original poster merely shows that Facebook lifted a prior hold on the post. It does not indicate that Facebook in any way confirms the post.     Facebook's policy on moderation of COVID-related posts can be found here:     https://www.facebook.com/help/230764881494641,nan,nan,"['Covid', 'policy']"
1757838796383539555,96BF1968DF1B60B967A2C3CAE44F67F069DB2DD245BFF99192F525A3CCA6DC5A,1707936402780,1757797830058508415,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Per Snopes (https://www.snopes.com/fact-check/jill-biden-babysitter-joe-biden/), this photo was shared by Jill Biden on her Instagram and shows her at age 24 when Joe Biden was 33. The president and First Lady met in 1975, after the death of Biden's first wife, and while Jill was a student in her mid-20s.",nan,nan,"['biden', 'president']"
1707153406476050492,FEB5B427B74CE876999425C073DA8B4101F59A58529361DC490104FF77844019,1695852064139,1707116555958403443,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Joe Biden did not get any money from China, Benny is apparently referring to a 2019 payment made by private equity business man Jonathan Li to Hunter Biden. The payment was to Hunter Biden using the address on his driver’s license and in 2019 Joe Biden was a private citizen.    https://www.cnn.com/2023/09/26/politics/house-oversight-republicans-hunter-biden-bank-subpoena/index.html",nan,nan,['biden']
1362165022634504193,9B7C8A3AD7A906663202E031B29AEC915EB115C4F39463CC4730458852463B9D,1613600423854,1361810447431827459,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Lost wind power was expected to be a fraction of winter generation. All sources — from natural gas, to nuclear, to coal, to solar — have struggled to generate power during the storm that has left millions of Texans in the dark.    https://www.texastribune.org/2021/02/16/texas-wind-turbines-frozen/",nan,nan,['power']
1416114744956801024,9B7C8A3AD7A906663202E031B29AEC915EB115C4F39463CC4730458852463B9D,1626463039992,1416104050471407631,MISINFORMED_OR_POTENTIALLY_MISLEADING,"The White House is not censoring anyone, the sources of misinformation on Facebook being cited by the Biden administration comes from widely-available mainstream media reports including this story on NPR:  https://www.npr.org/2021/05/13/996570855/disinformation-dozen-test-facebooks-twitters-ability-to-curb-vaccine-hoaxes",nan,nan,"['biden', 'White house']"
1485724385902219266,9B7C8A3AD7A906663202E031B29AEC915EB115C4F39463CC4730458852463B9D,1643059271679,1485719676143513603,MISINFORMED_OR_POTENTIALLY_MISLEADING,"The poster is confusing communism with socialism, but regardless, there is nothing nefarious about the use of the color red. Rather, it is a way of showing solidarity when participating in actions.  Here’s Why So Many Striking Teachers Wear Red: https://www.racked.com/2018/5/15/17357550/teacher-strikes-wearing-red-solidarity  Why we wear red: http://cwa4202.org/mobilizing.html   ",nan,nan,['socialism']
1510439273715093506,9B7C8A3AD7A906663202E031B29AEC915EB115C4F39463CC4730458852463B9D,1648951760115,1510259697819037701,MISINFORMED_OR_POTENTIALLY_MISLEADING,"In this old quote Fauci is referring to the flu. Contracting Covid-19 is much more potentially life-threatening than the flu, but Fauci is also talking about someone who had already contacted the flu virus and was not suggesting people should intentionally try to become infected.",nan,nan,['Covid']
1745456139138121958,00225B43B4BD84164786004F9FF708DCBF6B3E2C630BCD39114B2468ED324618,1704984147234,1745454749590356349,MISINFORMED_OR_POTENTIALLY_MISLEADING,No citation provided for this claim.    Reputable sources did not provide such a claim.   https://www.nbcnews.com/politics/donald-trump/bomb-threat-targeted-home-judge-trumps-civil-fraud-trial-rcna133416,nan,nan,['Trump']
1756543389657407801,00225B43B4BD84164786004F9FF708DCBF6B3E2C630BCD39114B2468ED324618,1707627553750,1756387770027716977,MISINFORMED_OR_POTENTIALLY_MISLEADING,"The video shows the opposite, while it shows a line of Trump supporters, the claim &quot;Trump supporters on every block&quot; is disproven in the final second of the video.     https://twitter.com/LauraLoomer/status/1756387770027716977",nan,nan,['Trump']
1628578452046589953,A6E0FB341EEBD95040E4D34FD246A4E782CF24C64E05916C9A7944D3D2315832,1677118335150,1628406408059256833,MISINFORMED_OR_POTENTIALLY_MISLEADING,"In the United States, all health insurance plans are required to cover the cost of care received in emergency rooms.    https://www.healthcare.gov/using-marketplace-coverage/getting-emergency-care/",nan,nan,['healthcare']
1674868610748014613,A6E0FB341EEBD95040E4D34FD246A4E782CF24C64E05916C9A7944D3D2315832,1688154769014,1674785810883973122,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Biaggi was born in 1986 when Ronald Reagan, a republican, was President.    https://en.wikipedia.org/wiki/Alessandra_Biaggi",nan,nan,"['president', 'Republican']"
1677657389044998146,A6E0FB341EEBD95040E4D34FD246A4E782CF24C64E05916C9A7944D3D2315832,1688819665575,1677642022952239105,MISINFORMED_OR_POTENTIALLY_MISLEADING,Lawrence Summers was the President of Harvard for 5 years from 2001-2006.    https://en.wikipedia.org/wiki/Lawrence_Summers,1688920828870.0,CURRENTLY_RATED_NOT_HELPFUL,['president']
